SMILES,Marked Bonds,
Cc1c(F)cc(N(Cc2ccccc2)Cc2ccccc2)c(OCc2ccccc2)c1C(=O)Oc1ccccc1,"[(22, 23), (6, 7), (6, 14), (5, 6)]",
Cc1c(F)cc(N(Cc2ccccc2)Cc2ccccc2)c(OCc2ccccc2)c1C(=O)Oc1ccccc1,"[(22, 23), (6, 7), (5, 6), (6, 14), (31, 33)]",
Cc1c(F)cc([N+](=O)[O-])c(OCc2ccccc2)c1C(=O)Oc1ccccc1,"[(10, 11)]",
Cc1c(F)cc([N+](=O)[O-])c(OCc2ccccc2)c1C(=O)Oc1ccccc1,"[(10, 11), (5, 6)]",
Cc1c(F)cc([N+](=O)[O-])c(OCc2ccccc2)c1C(=O)Oc1ccccc1,"[(10, 11), (5, 6), (19, 21)]",
Cc1c(F)ccc(O)c1C(=O)Oc1ccccc1,"[(9, 11)]",
[H][C@@]12CC3=C(F)C=C(NC(=O)CN4CCCC4)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,"[(21, 22)]",
[H][C@@]12CC3=C(F)C=C(NC(=O)CN4CCCC4)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,"[(21, 22), (8, 9), (16, 17)]",
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"[(3, 4), (13, 14)]",
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"[(3, 4), (13, 14)]",
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"[(3, 4), (13, 14), (14, 2)]",
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"[(3, 4), (13, 14), (14, 2), (1, 2)]",
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"[(3, 4), (13, 14), (14, 2), (1, 2), (17, 18)]",
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"[(17, 18), (1, 2), (14, 2), (3, 4), (13, 14), (15, 17)]",
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"[(17, 18), (15, 17), (1, 2), (14, 2), (3, 4), (13, 14), (15, 23)]",
C[C@@H](C(N)=S)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"[(2, 4)]",
C[C@@H](C(N)=S)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"[(2, 4), (1, 2)]",
C[C@@H](C(N)=S)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"[(2, 4), (1, 2), (7, 8)]",
C[C@@H](C(N)=S)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"[(2, 4), (1, 2), (7, 8), (5, 7)]",
C[C@@H](C(N)=S)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"[(2, 4), (1, 2), (5, 7), (7, 8), (5, 13)]",
C[C@@H](C#N)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"[(1, 2)]",
C[C@@H](C#N)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"[(1, 2), (6, 7)]",
C[C@@H](C#N)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"[(6, 7), (4, 6), (1, 2)]",
C[C@@H](C#N)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"[(4, 6), (6, 7), (1, 2), (4, 12)]",
C[C@@H]1O[C@@]1(Cn1cncn1)c1ccc(F)cc1F,"[(4, 5), (1, 2)]",
C[C@@H]1O[C@@]1(Cn1cncn1)c1ccc(F)cc1F,"[(4, 5), (3, 4), (1, 2)]",
C[C@@H]1O[C@@]1(Cn1cncn1)c1ccc(F)cc1F,"[(4, 5), (3, 4), (1, 2), (3, 10)]",
C[C@@H](OC1CCCCO1)C(=O)c1ccc(F)cc1F,"[(9, 11)]",
C[C@@H](OC1CCCCO1)C(=O)N1CCOCC1,"[(9, 11)]",
[H][C@@]12CC3=C(CN(C)OC)C=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,"[(30, 31)]",
[H][C@@]12CC3=C(CN(C)OC)C=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,"[(30, 31), (29, 30)]",
O=C1c2c(OCc3ccccc3)c(=O)ccn2NC2COCCN12,"[(11, 12), (5, 6)]",
O=C1c2c(OCc3ccccc3)c(=O)ccn2NC2COCCN12,"[(11, 12), (5, 6), (11, 6)]",
OC1c2ccccc2SCc2c1ccc(F)c2F,"[(1, 2)]",
OC1c2ccccc2SCc2c1ccc(F)c2F,"[(1, 2), (9, 10), (8, 9)]",
O=C1OC(Sc2ccccc2)c2c1ccc(F)c2F,"[(3, 11), (2, 3), (3, 4)]",
[H][C@@]1(N2N3C=CC(=O)C(OCOC(=O)OC)=C3C(=O)N3CCOC[C@]32[H])C2=C(C=CC=C2)SCC2=C1C=CC(F)=C2F,"[(35, 36)]",
[H][C@@]1(N2N3C=CC(=O)C(OCOC(=O)OC)=C3C(=O)N3CCOC[C@]32[H])C2=C(C=CC=C2)SCC2=C1C=CC(F)=C2F,"[(35, 36), (14, 15)]",
[H][C@@]1(N2N3C=CC(=O)C(OCCCCCC)=C3C(=O)N3CCOC[C@]32[H])C2=C(C=CC=C2)SCC2=C1C=CC(F)=C2F,"[(7, 36)]",
[H][C@@]1(N2N3C=CC(=O)C(OCCCCCC)=C3C(=O)N3CCOC[C@]32[H])C2=C(C=CC=C2)SCC2=C1C=CC(F)=C2F,"[(7, 36), (16, 17)]",
[H][C@@]12COCCN1C(=O)C1=C(OCCCCCC)C(=O)C=CN1N2,"[(16, 18)]",
[H][C@@]12CC[C@@]([H])(C1)N1C(=O)C3=C(OC)C(=O)C(C(=O)NCC4=C(F)C=C(F)C=C4F)=CN3C[C@]1([H])O2,"[(6, 7), (30, 7), (28, 30)]",
[H][C@@]12CC[C@@]([H])(C1)N1C(=O)C3=C(OC)C(=O)C(C(=O)NCC4=C(F)C=C(F)C=C4F)=CN3C[C@]1([H])O2,"[(6, 7), (30, 7), (28, 30), (27, 9), (26, 27)]",
[H][C@@]12CC[C@@]([H])(C1)N1C(=O)C3=C(OC)C(=O)C(C(=O)NCC4=C(F)C=C(F)C=C4F)=CN3C[C@]1([H])O2,"[(6, 7), (30, 7), (28, 30), (27, 9), (26, 27), (10, 11)]",
[H][C@@]12CC[C@@]([H])(C1)N1C(=O)C3=C(OC)C(=O)C(C(=O)NCC4=C(F)C=C(F)C=C4F)=CN3C[C@]1([H])O2,"[(10, 11), (27, 9), (26, 27), (6, 7), (30, 7), (28, 30), (12, 14)]",
[H][C@@]12CC[C@@]([H])(C1)N1C(=O)C3=C(OC)C(=O)C(C(=O)NCC4=C(F)C=C(F)C=C4F)=CN3C[C@]1([H])O2,"[(12, 14), (10, 11), (26, 27), (27, 9), (6, 7), (30, 7), (28, 30), (11, 25)]",
COC(=O)c1c(OC)c(=O)c(C(=O)NCc2c(F)cc(F)cc2F)cn1CC(OC)OC,"[(4, 5), (25, 4), (10, 24)]",
COC(=O)c1c(OC)c(=O)c(C(=O)NCc2c(F)cc(F)cc2F)cn1CC(OC)OC,"[(10, 24), (4, 5), (25, 4), (11, 13)]",
COC(=O)c1c(OC)c(=O)c(C(=O)NCc2c(F)cc(F)cc2F)cn1CC(OC)OC,"[(11, 13), (8, 10), (10, 24), (4, 5), (25, 4)]",
COCC(=O)/C(=C\NCC(OC)OC)C(=O)NCc1c(F)cc(F)cc1F,"[(5, 6)]",
COCC(=O)/C(=C\NCC(OC)OC)C(=O)NCc1c(F)cc(F)cc1F,"[(5, 6), (14, 16)]",
COCC(=O)/C(=C\NCC(OC)OC)C(=O)NCc1c(F)cc(F)cc1F,"[(5, 6), (14, 16), (3, 5)]",
COCC(=O)CC(=O)NCc1c(F)cc(F)cc1F,"[(6, 8)]",
COCC(=O)CC(=O)NCc1c(F)cc(F)cc1F,"[(6, 8), (3, 5)]",
CC(=O)[C@@H]1CC[C@H](NC(=O)OC(C)(C)C)C1,"[(0, 1)]",
CON(C)C(=O)[C@@H]1CC[C@H](NC(=O)OC(C)(C)C)C1,"[(2, 4)]",
CCOC(=O)C/N=C/c1ccccc1,"[(6, 7)]",
[H][C@@]12OC/C3=C\C=C\[C@H](C)C/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C[C@H](O)[C@H](C)[C@@H](/C(C)=C/C(C)C)O5)O4)OC(=O)[C@H](C=C(C)[C@H]1OC(=O)COC1=CC=C(Cl)C=C1)[C@]32O,"[(44, 45)]",
COc1cc(C)c2c(Cl)c(OC)cc([N+](=O)[O-])c2n1,"[(15, 16), (1, 2)]",
COc1cc(C)c2c(Cl)c(OC)cc([N+](=O)[O-])c2n1,"[(15, 16), (1, 2), (9, 10)]",
COc1cc(C)c2c(Cl)c(OC)cc([N+](=O)[O-])c2n1,"[(1, 2), (15, 16), (9, 10), (5, 6)]",
COc1cc(C)c2c(Cl)c(OC)cc([N+](=O)[O-])c2n1,"[(1, 2), (15, 16), (5, 6), (9, 10), (2, 3)]",
COc1ccc2nc(Cl)cc(C)c2c1Cl,"[(3, 4), (10, 11)]",
COc1ccc2nc(Cl)cc(C)c2c1Cl,"[(3, 4), (10, 11), (13, 5)]",
COc1ccc2nc(Cl)cc(C)c2c1Cl,"[(3, 4), (13, 5), (10, 11), (9, 10)]",
COc1ccc2[nH]c(=O)cc(C)c2c1,"[(12, 4)]",
COc1ccc2[nH]c(=O)cc(C)c2c1,"[(12, 4), (8, 9)]",
COc1ccc(NC(=O)CC(C)=O)cc1,"[(6, 7)]",
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN3C(=O)c4ccccc4C3=O)c2n1,"[(5, 6)]",
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN3C(=O)c4ccccc4C3=O)c2n1,"[(5, 6), (31, 32)]",
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(N)c2n1,"[(9, 10)]",
[H][C@@]12C(=O)N(NC(=O)C3=CC=C(C(F)(F)F)C=C3)C(=O)[C@]1([H])[C@@H]1C=C[C@H]2[C@H]2C[C@H]21,"[(9, 11), (11, 25)]",
[H][C@@]12C(=O)OC(=O)[C@]1([H])[C@H]1C=C[C@@H]2[C@@H]2C[C@@H]21,"[(5, 8), (1, 2), (3, 4)]",
CCOC(=O)C1CCN(c2ncc(C(=O)Nc3nc(-c4cc(Cl)cs4)c(N4CCN(C5CCCCC5)CC4)s3)cc2Cl)CC1,"[(8, 9)]",
CCOC(=O)C1CCN(c2ncc(C(=O)Nc3nc(-c4cc(Cl)cs4)c(N4CCN(C5CCCCC5)CC4)s3)cc2Cl)CC1,"[(8, 9), (13, 15)]",
CCOC(=O)C1CCN(c2ncc(C(=O)Nc3nc(-c4cc(Cl)cs4)c(N4CCN(C5CCCCC5)CC4)s3)cc2Cl)CC1,"[(8, 9), (13, 15), (25, 26)]",
CCOC(=O)C1CCN(c2ncc(C(=O)Nc3nc(-c4cc(Cl)cs4)c(N4CCN(C5CCCCC5)CC4)s3)cc2Cl)CC1,"[(8, 9), (13, 15), (25, 26), (25, 38), (17, 18)]",
O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(Cl)c(Cl)c1,"[(1, 2)]",
O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(Cl)c(Cl)c1,"[(1, 2), (12, 13)]",
O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(Cl)c(Cl)c1,"[(1, 2), (12, 13), (4, 5), (12, 25)]",
Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1,"[(10, 11)]",
Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1,"[(10, 11), (10, 23), (2, 3)]",
Nc1nc(-c2cc(Cl)cs2)cs1,"[(2, 3), (10, 11)]",
O=C(CBr)c1cc(Cl)cs1,"[(2, 3)]",
CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,"[(32, 33)]",
CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,"[(32, 33), (1, 26)]",
CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,"[(1, 26), (32, 33), (3, 4)]",
CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,"[(3, 4), (1, 26), (32, 33), (8, 9)]",
CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(C=O)cc1,"[(1, 26)]",
CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(C=O)cc1,"[(1, 26), (3, 4)]",
CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(C=O)cc1,"[(3, 4), (1, 26), (8, 9)]",
CNCCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1,"[(3, 4)]",
CNCCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1,"[(3, 4), (8, 9)]",
O=C(Nc1ccccc1-c1ccccc1)OC1CCNCC1,"[(1, 15)]",
Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,"[(4, 6)]",
Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,"[(4, 6), (0, 1)]",
Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,"[(0, 1), (4, 6), (1, 2), (3, 11)]",
Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,"[(0, 1), (1, 2), (3, 11), (4, 6), (16, 17)]",
COC(=O)c1nc(C)c2cc(Oc3ccccc3)ccc2c1O,"[(20, 21)]",
COC(=O)c1nc(C)c2cc(Oc3ccccc3)ccc2c1O,"[(20, 21), (4, 5)]",
COC(=O)c1nc(C)c2cc(Oc3ccccc3)ccc2c1O,"[(20, 21), (20, 22), (4, 5)]",
COC(=O)c1nc(C)c2cc(Oc3ccccc3)ccc2c1O,"[(20, 21), (20, 22), (4, 5), (10, 11)]",
COC(=O)c1ncc2cc(Oc3ccccc3)ccc2c1O,"[(4, 5)]",
COC(=O)c1ncc2cc(Oc3ccccc3)ccc2c1O,"[(4, 5), (20, 21)]",
COC(=O)c1ncc2cc(Oc3ccccc3)ccc2c1O,"[(4, 5), (20, 21), (10, 11)]",
COC(=O)c1ccc(Oc2ccccc2)cc1CCl,"[(1, 2), (17, 18)]",
COC(=O)c1ccc(Oc2ccccc2)cc1CCl,"[(17, 18), (1, 2), (7, 8)]",
O=C1OCc2cc(Oc3ccccc3)ccc21,"[(6, 7)]",
CCCCC1(CCCC)CN(c2ccccc2)c2cc(Br)c(O)cc2S(=O)(=O)C1,"[(25, 26), (25, 27)]",
CCCCC1(CCCC)CN(c2ccccc2)c2cc(Br)c(O)cc2S(=O)(=O)C1,"[(25, 26), (25, 27), (10, 11)]",
CCCCC1(CCCC)CN(c2ccccc2)c2cc(Br)c(O)cc2S(=O)(=O)C1,"[(10, 11), (25, 26), (25, 27), (9, 10), (25, 28)]",
CCCCC1(CCCC)CSc2cc(O)c(Br)cc2NC1=O,"[(9, 10), (19, 20)]",
CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)NCC(=O)OC(C)(C)C)c3ccccc3)cc2S(=O)(=O)C1,"[(27, 29)]",
CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)NCC(=O)OC(C)(C)C)c3ccccc3)cc2S(=O)(=O)C1,"[(27, 29), (23, 25)]",
CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)NCC(=O)OC(C)(C)C)c3ccccc3)cc2S(=O)(=O)C1,"[(23, 25), (27, 29), (44, 45)]",
CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)NCC(=O)OC(C)(C)C)c3ccccc3)cc2S(=O)(=O)C1,"[(44, 45), (21, 22), (23, 25), (27, 29)]",
CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)OC)c3ccccc3)cc2S(=O)(=O)C1,"[(23, 25)]",
CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)OC)c3ccccc3)cc2S(=O)(=O)C1,"[(23, 25), (37, 38)]",
CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)OC)c3ccccc3)cc2S(=O)(=O)C1,"[(23, 25), (37, 38), (21, 22)]",
CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)O)cc2S(=O)(=O)C1,"[(26, 27)]",
CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)O)cc2S(=O)(=O)C1,"[(26, 27), (21, 22)]",
CCCCC1(CCCC)CN(c2ccccc2)c2cc(Br)c(OCC(=O)OCC)cc2S(=O)(=O)C1,"[(21, 22)]",
O=C1CCOc2cc(F)cc(F)c21,"[(6, 1)]",
O=C1CCOc2cc(F)cc(F)c21,"[(6, 1), (3, 4)]",
COC(=O)/C=C/Oc1cc(F)cc(F)c1,"[(5, 6)]",
CCOC(=O)CCCN[C@@H](Cn1c(=O)c(-c2cccc(OC)c2F)c(C)n(Cc2c(F)cccc2C(F)(F)F)c1=O)c1ccccc1,"[(7, 8)]",
CCOC(=O)CCCN[C@@H](Cn1c(=O)c(-c2cccc(OC)c2F)c(C)n(Cc2c(F)cccc2C(F)(F)F)c1=O)c1ccccc1,"[(7, 8), (10, 11)]",
CCOC(=O)CCCN[C@@H](Cn1c(=O)c(-c2cccc(OC)c2F)c(C)n(Cc2c(F)cccc2C(F)(F)F)c1=O)c1ccccc1,"[(7, 8), (10, 11), (14, 15)]",
CCOC(=O)CCCN[C@@H](Cn1c(=O)c(-c2cccc(OC)c2F)c(C)n(Cc2c(F)cccc2C(F)(F)F)c1=O)c1ccccc1,"[(14, 15), (10, 11), (7, 8), (11, 12), (24, 26)]",
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](N)c3ccccc3)c2=O)c1F,"[(24, 25)]",
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](N)c3ccccc3)c2=O)c1F,"[(24, 25), (5, 6)]",
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](N)c3ccccc3)c2=O)c1F,"[(24, 25), (5, 6), (24, 34), (7, 9)]",
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)[nH]c2=O)c1F,"[(5, 6)]",
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)[nH]c2=O)c1F,"[(5, 6), (24, 25), (7, 9)]",
Cc1c(I)c(=O)[nH]c(=O)n1Cc1c(F)cccc1C(F)(F)F,"[(2, 3)]",
Cc1c(I)c(=O)[nH]c(=O)n1Cc1c(F)cccc1C(F)(F)F,"[(2, 3), (4, 6), (9, 1)]",
Cc1cc(=O)[nH]c(=O)n1Cc1c(F)cccc1C(F)(F)F,"[(8, 1), (3, 5)]",
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,"[(5, 6)]",
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,"[(5, 6), (11, 12)]",
CC1(C)Oc2ccc(Nc3nc(Cl)ncc3F)nc2NC1=O,"[(8, 9)]",
C[C@@H](NC1CCN(C(=O)OC(C)(C)C)C1)c1cccc2ccccc12,"[(2, 3)]",
CCOC(=O)Cc1ccc(N2CC[C@H](N[C@H](C)c3cccc4ccccc34)C2)cc1,"[(9, 10)]",
COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(NC(=O)OCc2ccccc2)CC1,"[(8, 9)]",
COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(NC(=O)OCc2ccccc2)CC1,"[(8, 9), (27, 28)]",
COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1O,"[(12, 13)]",
CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,"[(9, 11), (8, 9)]",
CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,"[(9, 11), (8, 9), (7, 8)]",
CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,"[(8, 9), (9, 11), (7, 8), (11, 24)]",
CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,"[(9, 11), (8, 9), (7, 8), (11, 24), (19, 20)]",
CC(C)(C)OCCONC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1F,"[(21, 22)]",
CC(C)(C)OCCONC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1F,"[(21, 22), (15, 16), (16, 17)]",
CC(C)(C)OCCONC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1F,"[(21, 22), (15, 16), (16, 17), (14, 15)]",
CC(C)(C)OCCONC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1F,"[(21, 22), (14, 15), (16, 17), (15, 16), (8, 9)]",
CC(C)(C)OCCONC(=O)c1cc2[nH]cnc2c(F)c1N,"[(15, 16), (16, 17)]",
CC(C)(C)OCCONC(=O)c1cc2[nH]cnc2c(F)c1N,"[(15, 16), (16, 17), (14, 15), (20, 21)]",
CC(C)(C)OCCONC(=O)c1cc2[nH]cnc2c(F)c1N,"[(20, 21), (14, 15), (15, 16), (16, 17), (8, 9)]",
CC(C)(C)OCCONC(=O)c1cc([N+](=O)[O-])c(N)c(F)c1N,"[(21, 22), (17, 18)]",
CC(C)(C)OCCONC(=O)c1cc([N+](=O)[O-])c(N)c(F)c1N,"[(21, 22), (17, 18), (8, 9)]",
CC(C)(C)OCCONC(=O)c1cc([N+](=O)[O-])c(F)c(F)c1F,"[(8, 9)]",
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,"[(20, 21), (30, 31)]",
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,"[(20, 21), (30, 31), (8, 9)]",
COc1cc(/N=C/N(C)C)c(C#N)cc1NC(=O)/C=C/CN1CCCCC1,"[(15, 16)]",
O=C(O)/C=C/CN1CCCCC1,"[(5, 6)]",
Clc1ncnc2c1ncn2C1CCCCO1,"[(5, 6)]",
C[C@H](Nc1ncnc2c1ncn2C1CCCCO1)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,"[(2, 3)]",
C[C@H](Nc1ncnc2c1ncn2C1CCCCO1)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,"[(2, 3), (29, 18)]",
C[C@H](Nc1ncnc2c1ncn2C1CCCCO1)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,"[(29, 18), (2, 3), (18, 19)]",
C[C@H](Nc1ncnc2c1ncn2C1CCCCO1)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,"[(29, 18), (18, 19), (2, 3), (27, 29)]",
C[C@H](N)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,"[(14, 3)]",
C[C@H](N)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,"[(14, 3), (3, 4)]",
C[C@H](N)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,"[(14, 3), (3, 4), (12, 14)]",
Cc1cccc(Cl)c1C(=O)Nc1ccccc1,"[(8, 10)]",
CC(C)(C)OC(=O)Nc1cc(Cl)cc(B2OC(C)(C)C(C)(C)O2)c1F,"[(11, 12)]",
CC(C)(C)OC(=O)Nc1cc(Cl)cc(B2OC(C)(C)C(C)(C)O2)c1F,"[(11, 12), (7, 8)]",
O=Cc1cc(Cl)cc(Br)c1F,"[(1, 2)]",
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,"[(24, 25)]",
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,"[(24, 25), (19, 20)]",
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,"[(19, 20), (24, 25), (8, 9)]",
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,"[(8, 9), (19, 20), (24, 25), (33, 34), (34, 35), (10, 11)]",
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,"[(8, 9), (10, 11), (34, 35), (33, 34), (19, 20), (24, 25), (11, 33)]",
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,"[(8, 9), (10, 11), (11, 33), (33, 34), (34, 35), (19, 20), (24, 25), (13, 14), (18, 19)]",
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NC(=O)OC(C)(C)C)c2F)n1,"[(19, 20)]",
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NC(=O)OC(C)(C)C)c2F)n1,"[(19, 20), (8, 9)]",
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NC(=O)OC(C)(C)C)c2F)n1,"[(8, 9), (19, 20), (37, 38), (36, 37), (10, 11)]",
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NC(=O)OC(C)(C)C)c2F)n1,"[(8, 9), (10, 11), (36, 37), (37, 38), (11, 36), (19, 20)]",
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NC(=O)OC(C)(C)C)c2F)n1,"[(19, 20), (8, 9), (10, 11), (11, 36), (36, 37), (37, 38), (18, 19), (13, 14)]",
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2I)n1,"[(8, 9)]",
