SMILES,ID,cut_bond
COc1ccc(C#N)cc1N1CCC2(CC1)OCCO2,455493a37f,"[(9, 10)]"
O=[N+]([O-])c1ccccc1OCc1csc(-c2ccccc2)n1,5eb3dec64c,"[(9, 10)]"
COC(=O)c1cc(-c2nc(COc3ccc(COc4nn(-c5ccccc5)cc4C=O)cc3OC)c(C)o2)ccc1C,84aae96d88,"[(16, 17)]"
CC1(C)CNC[C@H]1O,5b569569e7,[]
OC1CCc2ccccc21,353372e694,[]
CC1(C)OB(c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)OC1(C)C,2e8873237b,"[(9, 11)]"
CC1(C)COc2cc(C(=O)O)ccc21,e31a7b310f,[]
CC(C)(Br)C(=O)N(Nc1ccccc1[N+](=O)[O-])C1C2CC3CC(C2)CC1C3,aeb848d8b0,"[(4, 6)]"
CC(C)(C)C(=O)OC[C@H]1O[C@@H](Oc2n[nH]c3nccc(CCc4ccc(OCCCOS(C)(=O)=O)cc4)c23)[C@H](OC(=O)C(C)(C)C)[C@@H](OC(=O)C(C)(C)C)[C@@H]1OC(=O)C(C)(C)C,1259c311a1,"[(30, 31)]"
O=C(c1cccnc1)N(Cc1cc(=O)[nH]c2c(F)cccc12)c1cccc(Cl)c1,02f5ed6f4d,"[(1, 8)]"
N=C(NC(=O)c1c(F)cncc1C1CCC1)c1ccnc2[nH]c3ncc(F)cc3c12,6ab109d700,"[(2, 3)]"
O=C(OC[C@H]1O[C@H](OC(=O)c2ccccc2)C(=O)[C@@H]1OC(=O)c1ccccc1)c1ccccc1,b198139896,[]
CN(Cc1ccccc1C#N)S(C)(=O)=O,2d92046f08,"[(1, 2)]"
NC(=O)[C@@H]1CNCCN1c1ccc2c(c1)OCCn1cc(-c3ncnn3CC(F)(F)F)nc1-2,c9305225d4,[]
CN[C@@H](C)C(=O)N[C@H](C(=O)N1c2ncccc2C[C@H]1CNC(=O)c1ccccc1)C(C)C,3bb5c2ff92,[]
NNC(=O)C1CCCN(C(=O)c2ccc(F)cc2)C1,c2a42ec6bf,[]
OCCCC(COc1ccc(F)cc1)OCc1ccccc1,dc7ace6d7d,"[(0, 1)]"
CC(C)Cc1nn2ccccc2c1-c1ccnc(S(C)=O)n1,58bf80184b,"[(18, 20)]"
NCCCNc1ccc(-c2cc(=O)c3c(N)c(F)cc(F)c3o2)cc1F,dcd7ae8348,[]
COCCOCCNC(=O)[C@@H](N)C(C)(C)C,bf90cd299c,[]
COc1ccc2cc(C(C)C#N)ccc2c1,ece871763c,[]
CC(C)CN1C(=O)C(O)(CC(=O)c2ccccn2)c2cc(Cl)ccc21,7d9bef4c07,"[(7, 9)]"
CC(C)(C)OC(=O)Nc1ccc(O)cc1C(=O)O,98c66898f6,"[(5, 7)]"
O=Cc1ccc(-c2ccc3oc(Cc4ccccc4)cc3c2)c(F)c1,b556b9f24e,"[(5, 6)]"
CC(C)(C)OC(=O)N1CCC(O)(CC2CO2)CC1,c2e79010f3,"[(14, 15), (13, 15)]"
CCOC(=O)c1c(Oc2ccc([N+](=O)[O-])cc2)cc(C(F)(F)F)nc1C(F)(F)F,f242769d3a,"[(6, 7)]"
Cc1ccc(S(=O)(=O)OCC2Cc3cccc(-c4ccc(F)cc4)c3O2)cc1,aed6235ff8,"[(16, 17)]"
COC(=O)c1ccc(C(=O)NC2CCCN(c3cc(Nc4ccc(OC)c(OC)n4)c4nccn4n3)C2)cc1,eff4f6ab6f,"[(8, 10)]"
O=c1[nH]nc(Sc2ccncc2)c2ccccc12,47e8364aeb,"[(4, 5)]"
O=S(=O)(c1ccc2cc(-c3ccc(F)cc3)ccc2c1)c1sccc1CO,bd8488d02b,"[(1, 20)]"
O=C[C@@H]1CN(C(=O)OCc2ccccc2)CCN1C(c1ccccc1)(c1ccccc1)c1ccccc1,9cb9d2e378,[]
Cc1oc(=O)oc1CBr,f4ccb6f6c7,"[(7, 8)]"
CCCC(C)C(=O)NC(=S)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1,ccb1752238,"[(8, 10)]"
COc1ccc(NC(=O)OC(C)(C)C)c(NC(=O)CC(=O)c2cccc(-c3ccncc3)c2)c1,7b88a938b6,"[(15, 16)]"
CC(C)(O)CCCOCCC1CC2C(=O)CCCC2(C)C1(C)C,d32c62b364,[]
Cc1c(-c2nc(-c3ccc(OC(C)C)c(Cl)c3)no2)nc2n1CCN(CC(=O)OC(C)(C)C)C2,6d0e3948c1,"[(24, 25)]"
CCn1ccc(-c2cc(C(=O)O)nn2-c2ccc(C)nc2)c1,e8d3b5c9a3,[]
CC(C)(C)OC(=O)CNCCc1cccc(C(=O)OC(C)(C)C)c1,a3e71c17b5,"[(7, 8)]"
CCCC[Sn](CCCC)(CCCC)c1ccc(CC)nc1,b1cb072154,"[(4, 13)]"
O=C(CCNC(=O)OCc1ccccc1)NC[C@H]1CCCN(CC2CCCCC2)C1,e86232da63,"[(21, 22)]"
COc1cccc2ccc(-c3nnc4ccc([C@@H](N5CC[C@H](N(CCF)C(=O)OC(C)(C)C)C5)C(F)(F)F)cn34)nc12,f47923549e,"[(10, 39), (10, 11)]"
Cc1cc(CN2CCCCC2)ccc1C(=O)O,351e41a89b,[]
COc1ccc2c(c1)CN(C)CC2c1ccccc1,63a07a0ab9,"[(9, 10)]"
Cc1ccc(NS(=O)(=O)c2ccc(F)cc2)c(C(=O)O)c1,9c51ed930f,"[(5, 6)]"
CC(C)N1CCCC(c2ccc3[nH]c(C(=O)Nc4cc(F)cc(F)c4)cc3c2)C1,3cd574f28f,"[(14, 16)]"
CC(C)(C)OC(=O)N1CCC[C@H]1CO,936e2edae8,"[(5, 7)]"
NC1CCN(C2CCC2)CC1,44b370dad4,[]
Cn1c(CCc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,cb3c2b35d1,[]
N#Cc1ccc(C(=O)O)c(C(F)(F)F)c1,0ac8dcb84c,[]
Cc1cccc(-c2sc(C#C[Si](C)(C)C)nc2C(=O)N2C[C@H]3C[C@H]3[C@H]2CNC(=O)c2c(C)nc3sccn23)c1,c40507298a,"[(8, 9)]"
CCCc1nc(C)n(-c2ccc(OC(C)(C)C(C)=O)cc2)c(=O)c1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,3542bb45da,[]
O=C(N(CCO)Cc1ccccc1)C(F)(F)F,106ea0535f,"[(1, 2)]"
OCCCc1cccc2c1B(O)OC2,a00c4a3ac5,[]
CC1c2cc(F)sc2CCN1C(=O)c1cc2ncc(Cl)cn2n1,6b090667a1,"[(10, 11)]"
CC(C)(C)OC(=O)CNS(=O)(=O)c1ccc2c(Cl)cnc(NC(=N)N)c2c1,5e6ca72a41,"[(20, 21)]"
CCC1C(=O)N(CC)CCc2cc(N)c(OC)cc21,574d13761d,[]
COC(=O)[C@@H]1CSc2c(C3CC3)c(Cc3cccc4ccccc34)c(NS(C)(=O)=O)c(=O)n21,5565158342,"[(25, 26)]"
CN(C)c1cc(S(C)(=O)=O)ccc1-n1ncc2c(O)ncnc21,2d08aa920a,"[(1, 3)]"
O=C(O)CCCCCCCOc1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,e0e22792d3,[]
Nc1nccc2c(NC3CCNCC3)cccc12,d4b42cb87c,[]
N#Cc1cccc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)c1,172bb6de4b,"[(7, 9)]"
COc1ncc2cc(C(=O)Nc3cc(C(=O)NC4(c5ccccc5)CCN(C(=O)OC(C)(C)C)CC4)ccc3Cl)c(=O)[nH]c2n1,829297d5f0,"[(14, 16)]"
CS(=O)(=O)c1ccc(-n2nccc2-c2ccc(-c3ccco3)cc2)cc1F,7f9dfabfa2,"[(16, 17)]"
CC(C)CCn1c(=O)n(CCC(C)C)c2cc(C(=O)O)ccc21,a51e9788cf,[]
CC(CN)N1CCC(C(=O)c2ccc(F)cc2)CC1,3acd8bc7d1,[]
N#Cc1ccc(N2CCC[C@@H](NC(=O)OCc3ccccc3)C2)c2c1[nH]c1cc(C(=O)O)ccc12,8fdd022007,[]
BrCCSc1cccs1,7888e8e975,"[(2, 3)]"
C[C@@H](c1ccc(-c2ccccn2)cc1)N1CC[C@](CC(C)(C)O)(c2ccc(F)cc2)OC1=O,66927be1c2,"[(5, 6)]"
O=C(NCCc1ccc(CN2CCCC2)cc1)c1ccc(-c2ccc(Cl)cc2)cc1[N+](=O)[O-],3eef720366,"[(1, 2)]"
CC(=O)CC(=O)N[C@H]1CC(=O)OC1=O,151a1797c5,"[(9, 11)]"
COC(=O)[C@H](C)c1cccc(C)c1,1842760281,"[(1, 2)]"
Cc1nc(-c2ccc(Oc3ncnc4c3cnn4C3CCN(C(=O)OC(C)(C)C)CC3)cc2)no1,0be03dce13,"[(8, 9)]"
CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](CNC(=O)c1ccccc1OCCCOC)C(C)C,9c4d114442,[]
CCNC(=O)c1ccc2[nH]nc(-c3nc4cc5c(cc4[nH]3)NC(=O)C5(C)C)c2c1,f02ed10834,"[(2, 3)]"
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CC2(CCNCC2)C1,57a10d3ba4,[]
CCOc1ccc2[nH]cc(C(=O)NCc3ccccc3)c(=O)c2n1,627cb596dd,"[(10, 12)]"
CCOC(=O)[C@H]1CC[C@@H](c2cc(F)c(F)c(F)c2)N1,b63f9d3780,[]
N#Cc1ccc(C#CCCCN=[N+]=[N-])cc1,d0bfe99868,"[(10, 11)]"
CCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,4fb4430a54,"[(20, 22)]"
CCCCS(=O)(=O)NC1Cc2ccc(-c3ccc(=O)n(Cc4nnn[nH]4)n3)cc2C1,a71e03661a,"[(21, 25), (22, 23)]"
CS(=O)(=O)N1CCN(c2ccc(OC[C@H]3CCn4cc([N+](=O)[O-])nc4O3)cc2)CC1,6f5dcdedf5,"[(1, 4)]"
CN(c1cccc2cc(C3=NCC(CC(=O)NS(C)(=O)=O)S3)[nH]c12)S(=O)(=O)c1cccs1,6d938f5b6e,"[(14, 16)]"
COc1ccc(CS[C@H]2COC[C@H]2CN)cc1,33f7ec080a,[]
COc1cc(C(=O)O)ccc1Nc1ncc2c(n1)N(C1CCCCC1)CC(C)(F)C(=O)N2C,0c1c1261bc,"[(11, 12)]"
CN1CCCN(c2ccc(C(=O)NCc3cn(-c4ccccc4)c4cc(Cl)ccc4c3=O)cn2)CC1,de21f6a96c,"[(5, 6)]"
Cc1nc(-c2c(F)cc(Cl)cc2-c2ccc3c(c2)CC[C@@H]3NC(=O)C2(NC(=O)c3ccno3)CC2)no1,25811a61e1,"[(25, 26)]"
O=C/C=C/CCCCOC1CCCCO1,21a937439a,"[(2, 3)]"
Cc1ccccc1CNC(=O)c1cccnc1N,5aee01b2d4,"[(8, 9)]"
COC(=O)c1cc(-c2ccccc2)c(OCC(=O)OC(C)(C)C)c(-c2ccccc2)c1,1aadef42f9,"[(14, 15)]"
O=C1CO[C@H](CO)CN1,04ac0ef23e,"[(2, 3)]"
CS(=O)(=O)OC[C@H]1CN(c2ccc3c(c2)CCN(C2CCC2)CC3)C(=O)O1,405a7c1e83,"[(1, 4)]"
Cc1cc(S(=O)(=O)N2C=CNC(=O)[C@H]2CC(=O)N2CCC(CN3CCCC3)CC2)c(C)cc1Cl,61144ff265,"[(21, 22)]"
CCCCCCCCCCCCS(=O)(=O)C(F)(C(=O)O)c1ccccc1,674805655c,[]
CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncc(F)cn5)CC4)ccc3C)cc12,55b9a3ac89,"[(21, 23)]"
CCS(=O)(=O)Nc1cccc(C2CC(C)(C)c3cc(Cl)ccc3N2)c1,6a12e65ad2,"[(2, 5)]"
c1ccc(Nc2ncnc3c2CNCC3)cc1,b19d547c34,[]
O=[N+]([O-])c1cccnc1N1CCNCC1,62eefc4256,"[(8, 9)]"
C=Cc1ccc2ccc(OC)cc2c1,934f560c38,"[(1, 2)]"
CC(C)Cc1ccc(C(C)C(=O)OC2OC(=O)c3ccccc32)cc1,240511124b,"[(12, 13)]"
COC(=O)Cn1nncc1/C=C1\CN(C(C(=O)C2CC2)c2ccccc2F)CCC1SC(C)=O,45d1769b9e,"[(13, 14)]"
CC(C)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1,27e9df3ed9,"[(4, 6)]"
O=C(Nc1c(C(O)(C(F)(F)F)C(F)(F)F)ccc2ccccc12)c1cc(Cl)cc(Cl)c1,6685a92f35,"[(1, 2)]"
CCc1nc(C)ccc1C#N,cc65e00e51,[]
CCOc1ccc2c(C)c(CCN3CCN(c4ccccc4OC)CC3)c(=O)oc2c1OCC,8ed3188c33,"[(11, 12)]"
Nc1ncc(Br)nc1CO,61d7d19029,[]
CCOC(=O)c1ccc(S(=O)CC)nc1C(F)(F)F,76fdc707a5,"[(9, 10)]"
COC(=O)[C@H](C)Oc1cc(Oc2c(/C=N/CC#N)c(C)nn2C)c(Cl)cc1Cl,1ccf27221c,"[(13, 14)]"
Cc1ccccc1-c1cccc2c1OC(CN=[N+]=[N-])CN2C,190549ae55,"[(6, 7)]"
C[C@@H]1N(c2ccc(C#N)c(Cl)c2)C(=O)C[C@]1(C)O,24c3f6d281,"[(2, 3)]"
COc1ccc(C2COCCO2)c2sc(NC(=O)c3ccnc(C4=CCOCC4)c3)nc12,cd15508401,"[(22, 23)]"
CC(C)(C)OC(=O)n1cc(-c2ccc3c(c2)C(=O)NS3(=O)=O)c2ccc(F)cc21,7d4f7e40a9,"[(9, 10)]"
COC(=O)COc1cccc2c1OCC(=O)N2CC(=O)NC(c1ccccc1)c1ccccc1,b28558f4ec,"[(4, 5)]"
CC(=O)N=S(=O)(CCO)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,f3cca2cfa7,"[(1, 3)]"
CCNC1CCN(C(=O)OCc2ccccc2)CC1,d3374c0d8e,"[(2, 3)]"
Cc1cccc(C)c1N(CC(C)O)C(=O)c1ccccc1,ff2096e3e0,"[(8, 13)]"
CCOC(=O)c1cc2c(n1CCN)CCCC2,f23f4e7246,[]
CCN(Cc1cccc(-c2ccc(C=C3SC(=O)NC3=O)cc2)c1)C(=O)OC(C)(C)C,092105be83,"[(13, 14)]"
N#CCCSc1ccc(Cl)cc1,8994bf3455,"[(3, 4)]"
CC(C)n1ccc(NC(=O)c2cc(Oc3ccc(C(=O)N4CCC4)cc3)cc(O[C@@H](C)CO)c2)n1,3cad6be882,[]
CC(C)(C)[Si](C)(C)OCCNc1ccc(NC(=O)c2ccncc2NC(=O)c2ccc(Cl)s2)cc1,73c5041f84,"[(15, 16)]"
CCOC(=O)c1ncc(C(=O)O)[nH]1,c6541131e7,[]
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,f0a7cb4f3e,"[(6, 7)]"
Cc1c(Cl)c(C(F)(F)F)nn1CC(=O)N1CCN(c2ccc(Cl)c(CN(C)C)c2)CC1,6a8d421c4c,"[(12, 14)]"
CC(C)(C)OC(=O)N1C[C@@H]2C[C@@H]2[C@H]1CN,6cdaada32f,[]
CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n1C2,9c4430ddb2,"[(23, 25)]"
CCNc1nc(C(F)(F)F)c(C(=O)NC(C#N)c2cccs2)s1,45e20498b9,"[(2, 3)]"
c1nc(NCC[C@H]2C[C@@H]2C2CCNCC2)ncc1-n1cnnn1,74ce3c097a,[]
CCCCN1CC[C@@H](N(C(=O)OC(C)(C)C)c2ccc(/C=C/C(=O)O)cn2)C1,987623585f,[]
O=C(c1ccccc1)c1ccc(C(=O)N2CCCc3ccoc3C2)cc1,1cd5604689,"[(12, 14)]"
CCCCc1nc2c(N)nc3cccnc3c2n1CCCCNC(=O)c1cccnc1,c57f9afabb,"[(22, 23)]"
CC(C)N1Cc2c(NCc3cnc4ccccc4c3)ncnc2C1=O,0348e966fd,[]
N[C@H](CNc1nc(CO)c(-c2ccc3cnc(F)cc3c2)s1)Cc1ccc(C(F)(F)F)cc1,a7c25512fd,[]
Cc1cc2nc(CC[C@H](NC(=O)OC(C)(C)C)C(=O)OCc3ccccc3)n(-c3cccc([N+](=O)[O-])c3)c2cc1C,1f95aee5b4,"[(27, 28)]"
CNc1ncnc2ccc(C=C3SC(=O)NC3=O)cc12,e309984d08,"[(10, 11)]"
CCOC(=O)C1(c2ccc(-c3ccc(-c4onc(C)c4Nc4cccc(C(=O)NC5CC5)n4)cc3)cc2)CC1,c2e5c29d38,"[(20, 21)]"
O=C(N1CCN(CCO)CC1)C1(O)CCN(Cc2cc(Br)ccc2OCc2ccc(Cl)cc2)CC1,ae971e6c47,"[(1, 2)]"
O=[N+]([O-])c1cn2c(n1)O[C@@H](COc1ccc3nc(N4CCN(Cc5ccc(OC(F)(F)F)cc5)CC4)sc3c1)CC2,79e55580e1,"[(6, 8)]"
COCCOc1cc(C(=O)Nc2nc3c(OC)ccc(N4CCOCC4)c3s2)ccn1,714ebe302a,"[(4, 5)]"
CN(C)CCn1cc(OC(c2ccccc2)c2ccccc2)c(=O)cc1C=O,9f4234e001,[]
COc1ccc(CN2CCCN(c3ccc(Oc4ccc(C#Cc5ccc(C(F)(F)F)cc5)cn4)c(C)c3)C2=O)cc1OC,453c23e5d7,"[(20, 21)]"
CCOC(=O)Cn1ccc2ccc(CNC(=O)CCC#Cc3ccc(C(F)(F)F)cc3)cc21,9eee7e3f97,"[(5, 6)]"
CCCN(CCC)C(=O)c1cc(CC#N)cc(C(=O)OCC)c1,7f9122e4b5,"[(12, 13)]"
CCNCCCOc1cccc(-c2cc(C(=O)N3CNC(=O)C3)nn2-c2cccc(Cl)c2)c1,95e9ba281d,"[(2, 3)]"
CCOC(=O)C(O)C(Cc1ccccc1)NC(=O)c1cccnc1-c1csc(-c2ccccc2)n1,785c05e3da,"[(15, 16)]"
Cc1noc(-c2ccc(-c3ccc(C4(C(=O)NS(=O)(=O)c5ccccc5)CC4)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1,d6b2154fdf,"[(14, 16)]"
CCCc1c(OCCSc2nc3ccc(C(=O)OCC)cc3[nH]2)ccc(C(C)=O)c1O,9f468959b0,"[(7, 8)]"
Cc1ncc(-c2cc(OCc3ccc(C#N)cn3)nc3c2CCC3)cn1,6d2fbc721e,"[(7, 8)]"
Brc1cc2[nH]ncc2cc1OCc1ccccc1,15c86b9526,"[(10, 11)]"
COc1cc(C=O)ccc1O,3a24ac64be,[]
CCOC(=O)C=C(C)c1ccc(C(=O)OC(C)(C)C)cc1,c7277c9077,"[(5, 6)]"
N#Cc1ccc2ccc(CBr)cc2c1,4a20b74426,"[(9, 10)]"
CN(C)S(=O)(=O)c1ccc(CO)cc1,e297cd4a8a,[]
Cc1oc(=O)oc1CSc1ccc(Cl)cc1,3e49e0ba45,"[(7, 8)]"
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)[C@H]5CCN(C(C)=O)C5)C4)cc32)cc1C#N,fffcc97b19,"[(24, 25)]"
CC(C)(C)OC(=O)N1CCN(Cc2ccc3[nH]ccc3c2)CC1,e7ab71af28,"[(10, 11)]"
CC(C)S(=O)(=O)NCCOc1ccc(C2=CCCCC2NS(=O)(=O)C(C)C)cc1,0987709501,"[(3, 6)]"
CC(C)(C)OC(=O)NCCc1cc2c(Cl)ncnc2s1,05f4dfc6ca,"[(13, 14)]"
Cc1ccc(C(C)C)cc1OCc1c(OC(C)C)cc(-c2cccc3[nH]nc(C(C)C)c23)nc1C,bc89977f39,"[(19, 20)]"
Cc1cc(C#N)ccc1-c1cnn(-c2ccc(C(=O)N3CCCC(N4CCCCC4)C3)cn2)c1O,96cca56693,"[(17, 19)]"
CS(=O)(=O)O[C@@H]1C[C@@H](c2csc(C=O)n2)N(C(=O)OCc2ccc([N+](=O)[O-])cc2)C1,08d9fc899e,[]
Cc1cc2cccc(C(=O)NC3(C(=O)O)Cc4ccccc4C3)c2o1,9f9f25e3a4,[]
Clc1ccc(CSc2nsc(OCc3ccccc3)n2)cc1,70fd10f3ec,"[(10, 11)]"
Cc1ccccc1-n1nc(C(F)(F)F)cc1-c1ccc2c(c1)NC(=O)CO2,c922806a1c,"[(8, 9), (7, 15)]"
COc1cccc(N(Cc2cncc(-c3cc(OC)c(OC)c(OC)c3)c2)C2CCN(C(=O)OC(C)(C)C)CC2)c1,b0baf4d011,"[(7, 8)]"
CC1(C)OC1C(=O)NCc1ccccc1[N+](=O)[O-],d7a873678b,"[(3, 4), (1, 3)]"
COC(=O)c1cc(F)cc(NC(=O)C(F)(F)F)c1Br,2063f746cd,"[(10, 11)]"
COCCOc1ccc(/C=C/C(=O)O)c(NC(=O)c2ccc(Cl)cc2Cl)c1,cfc8eb887e,[]
COC(=O)C(NC(=O)OC(C)(C)C)c1ccccc1F,a8ae46aacd,"[(5, 6)]"
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CCO)CC3)c(F)c21,4aadb5ead2,"[(18, 19)]"
O=C1NC2CCC(=O)N2[C@H]1Cc1ccccc1,371e921efc,"[(6, 8)]"
CC(C)(CC(=O)O)c1ccc(C(=O)Nc2cn3cc(Cl)ccc3n2)cc1,0c8b08bf21,[]
O=[N+]([O-])c1ccc(N2CCNCC2)cc1Nc1ccccc1,07a766141a,"[(6, 7)]"
O=[N+]([O-])c1ccc(-n2c3ccccc3c3ccccc32)cc1,59d46be541,"[(6, 7)]"
CCOC(=O)C(=O)Nc1ccc(Cl)cc1C(=O)C(F)(F)F,6ff0f41c90,"[(5, 7)]"
CCc1c(/C=C/OC)cccc1-c1nnc(-c2ccc(OC(C)C)c(Cl)c2)s1,496e440867,"[(11, 12)]"
CC(=O)OC[C@H]1O[C@@H](n2cnc3c(Cl)nc(C#N)nc32)[C@H](OC(C)=O)[C@@H]1OC(C)=O,4b81f2e45a,"[(15, 16)]"
O=C(O)c1cccnc1Oc1cccc(C(F)(F)F)c1,c5f8748912,"[(8, 9)]"
CCc1nc2ccccc2n1Cc1ccc(-c2nccnc2NS(=O)(=O)c2ccccc2C(F)(F)F)cc1,c4dfe7799c,"[(10, 11)]"
COC(=O)c1ccccc1Nc1cc(Cl)c(O)c(Cl)c1,6b90bad470,[]
COc1ccc(-c2cc(=O)c3c(OC)c(I)c(OC)cc3o2)cc1,2bc7aeda35,"[(12, 13)]"
CCN1CCN(c2ccc(Nc3cc(NC(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,d253a3fdf2,"[(14, 15)]"
CCc1cc(C)cc(CC)c1C(=O)C(=O)NN,ea0692446b,"[(13, 15)]"
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C#Cc1cnc(N)nc1,6e60e62fa9,"[(19, 20)]"
CCCCCCCNC(=O)N(C)c1cccc(-c2ccc(CCC(=O)O)cc2C)c1,32fa02f03c,[]
Cc1ccc(C=Cc2ccccc2)cc1[N+](=O)[O-],53186d1a15,"[(4, 5)]"
C[C@@H]1CN(Cc2ccc3c(-c4cnn(C)c4)cc(C#N)nc3c2)C[C@H](C(F)(F)F)O1,803a3f4f12,"[(9, 10)]"
CCN(CC)CCSc1ccc([N+](=O)[O-])cc1,e1c9860f19,"[(6, 7)]"
CC(C)CNC(=O)C1CC(S(=O)(=O)c2ccccc2)C(c2ccccc2F)N1C(=O)CNC(=O)Nc1cccc(CC(=O)O)c1,234d81df66,[]
NC(=O)c1nn(-c2cccc(I)c2)c2ccc(OCCBr)cc12,cb9b4f43e4,"[(17, 18)]"
N#Cc1ccc(NC(=O)C(O)(C#Cc2ccccc2)C2CCCCC2)cc1Cl,12a109e806,"[(9, 11)]"
FC(F)(F)CSc1ccc(Cl)cc1,090316d73b,"[(4, 5)]"
CNc1nc(Cl)nc2c1COC2c1ccc(F)cc1,ad842535c0,"[(1, 2)]"
C#Cc1ccc(OC2CCCCO2)cc1,369dac0b4f,[]
Cc1cnc(CN(CCCCN(C)C(=O)OC(C)(C)C)C2CCCc3cccnc32)c(C)c1,2873fab325,"[(5, 6)]"
CCOc1ccc(OC)c2c1C(Cc1ccc(OC)c(OC)c1)N(CC(=O)NCc1ccccn1)CC2,90214e9fb2,"[(1, 2)]"
COc1cc(CN2CCC(O)CC2)ccc1N,1db209cba0,[]
CCc1cc(N)c(N)cc1Cl,6951659e6e,[]
COc1ccc(Oc2ccc3c(C(=O)Nc4ccc(F)c(Cl)c4)cccc3c2)cn1,26e7f18bce,"[(12, 14)]"
CCS(=O)CCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1OC,3c86b614f5,"[(2, 3)]"
COC[C@@H](NC(=O)Nc1cc2c(cn1)c(-c1cnn(C)c1)nn2C(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,0ff3c97b80,"[(7, 8)]"
O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCCc1ccncc1,a68dea3740,"[(18, 19)]"
C[Si](C)(C)C#Cc1ccc(Nc2c(-c3nnc(NC(CO)CO)o3)ccc(F)c2F)c(F)c1,4962842882,"[(5, 6)]"
COCCCC(NC(C)=O)c1cc(Br)ccn1,05c52d64b4,"[(6, 7)]"
CCCc1ccc(-n2ncc3c2CCc2cc(O)ccc2-3)cc1,77a4a31d61,[]
CC(C)(C)[C@H](N)C(=O)N1CC=C[C@H]1C#N,838a1af79a,[]
CS(=O)(=O)NC(=O)C1(c2ccc(Br)cc2)CC1,1cc7193dc5,"[(4, 5)]"
COCCCNC(=O)c1ccc(Cn2c(=O)c3ccccc3n(Cc3ccc(Br)cc3)c2=O)cc1,b743d2d94d,"[(22, 23)]"
CN(C)[C@H]1CCN(c2cccc3nc(CN(C)[C@H]4CCCc5cccnc54)cn23)C1,706f8a0268,"[(6, 7)]"
CNS(=O)(=O)c1ccc(Br)c(C)c1,eb840fb824,"[(1, 2)]"
CC(C)(C)OC(=O)N1CCC[C@@H]([C@@](C)(OCCN2C(=O)c3ccccc3C2=O)c2cccc(Cl)c2)C1,09ec9056d5,"[(16, 17)]"
C[Si](C)(C)C#Cc1cc(Br)cnc1N,7d8711b026,"[(5, 6)]"
COC(=O)c1cc(OCc2ccccc2)cc(Oc2ccc([N+](=O)[O-])cc2)c1,5fc003fded,"[(7, 8)]"
O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(Nc4cc(F)cc(F)c4)nc23)N1,1356ced202,"[(5, 6)]"
COc1cc2nccc(Oc3ccc(C(=O)c4ccc(C)cc4)cc3)c2cc1OC,7bc0a75080,"[(8, 9)]"
CCCCCCNC(=O)c1ccnc(N2CCN(C(=O)c3cc(F)ccc3C(F)(F)F)CC2)c1,1b341dec86,"[(6, 7)]"
CCOCCn1c(N2CCCN(CCC3(c4ccccc4)CCN(C(=O)OCc4ccccc4)C3)CC2)nc2ccccc21,f695911d85,"[(11, 12)]"
OCCc1cccc(CCN2CC3(CNCCO3)C2)c1,15d320be6f,[]
CN(C)C=C1CCCc2c([nH]c3ccccc23)C1=O,766e502085,"[(3, 4)]"
C[C@H](N)CNC(=O)OC(C)(C)C,2bd7eb7f05,"[(4, 5)]"
Cc1cccc(N2CCN(CCCc3cc(-c4ccc(Cl)cc4)n(-c4ccccc4)n3)CC2)c1C,9f90346613,"[(9, 10)]"
O=C(NCCCO)c1cc([N+](=O)[O-])c(Sc2c(Cl)cncc2Cl)s1,3ec5c4b62f,[]
